Date,Year,Month,MDA,LGA,Revenue Stream,Collection Channel,Collector,Amount,Revenue Target,Expected Amount,Remitted Amount,Variance
22/02/2021,2021,2,Ministry of Lands and Survey,Funtua,Market Fees,Cash Office,Collection Agent South,12775230,17104374.46,13904177.02,12727522.36,1176654.66
22/02/2021,2021,2,Ministry of Lands and Survey,Funtua,Land Use Charges,POS,Collection Agent South,12380830,14572511.15,12611898.53,11188133.07,1423765.46
22/02/2021,2021,2,State Water Board,Funtua,Business Premises Levy,Collection Agent,IRS Team A,13650711,15091288.51,13393307.45,12302692.05,1090615.4
22/02/2021,2021,2,Ministry of Works and Housing,Funtua,Motor Vehicle Registration,Bank Transfer,Collection Agent North,9185509,9695569.98,9568308.88,7886247.9,1682060.98
22/02/2021,2021,2,Ministry of Health,Funtua,Development Levy,Bank Transfer,IRS Team B,2551675,2936323.2,2460867.27,2266720.58,194146.69
22/02/2021,2021,2,Ministry of Education,Funtua,Tenement Rates,Cash Office,IRS Team A,4683129,4968212.38,4478218.91,4315747.61,162471.3
22/02/2021,2021,2,Ministry of Health,Funtua,Licensing Fees,POS,Collection Agent North,10772064,13708155.48,12559108.26,10239307.13,2319801.13
22/02/2021,2021,2,Ministry of Works and Housing,Funtua,Court Fines and Penalties,Cash Office,IRS Team A,5490722,6525247.49,6081676.09,4956216.9,1125459.19
22/02/2021,2021,2,Ministry of Works and Housing,Malumfashi,PAYE Tax,POS,Collection Agent North,16097638,19724800.98,16691044.46,15024976.42,1666068.04
22/02/2021,2021,2,Ministry of Education,Malumfashi,Road Taxes,POS,IRS Team B,5678899,6107879.63,6071787.65,5480400.72,591386.93
22/02/2021,2021,2,Ministry of Works and Housing,Malumfashi,Market Fees,POS,IRS Team B,6641040,6981358.23,5944090.29,6558784.7,-614694.41
22/02/2021,2021,2,Ministry of Works and Housing,Malumfashi,Land Use Charges,POS,Collection Agent South,17784401,23565907.54,18919229.89,15286035.84,3633194.05
22/02/2021,2021,2,Ministry of Agriculture,Malumfashi,Business Premises Levy,Bank Transfer,Collection Agent South,13888498,17297506.57,15624614.88,12316110.31,3308504.57
22/02/2021,2021,2,Ministry of Commerce and Industry,Malumfashi,Motor Vehicle Registration,Cash Office,Collection Agent South,15777809,17557605.21,15580145.22,13502767.12,2077378.1
22/02/2021,2021,2,Katsina State Internal Revenue Service,Malumfashi,Development Levy,Bank Transfer,IRS Team A,14625943,19307246.34,16954658.78,13580242.34,3374416.44
22/02/2021,2021,2,Katsina Urban Planning Authority,Malumfashi,Tenement Rates,Bank Transfer,Collection Agent South,13233876,16774146.42,14102572.33,11937566.79,2165005.54
22/02/2021,2021,2,Ministry of Health,Malumfashi,Licensing Fees,POS,Collection Agent South,16675421,18328875.09,17854403.45,15777535.03,2076868.42
22/02/2021,2021,2,Ministry of Agriculture,Malumfashi,Court Fines and Penalties,Bank Transfer,Collection Agent North,6576945,6941762.69,5678302.61,6429856.08,-751553.47
22/02/2021,2021,2,Ministry of Agriculture,Dutsin-Ma,PAYE Tax,Cash Office,Collection Agent North,2795707,3219487.98,2656930.86,2656897.06,33.8
22/02/2021,2021,2,State Water Board,Dutsin-Ma,Road Taxes,Collection Agent,Collection Agent South,14638610,18079806.21,16391964.33,13675464.56,2716499.77
22/02/2021,2021,2,Ministry of Transport,Dutsin-Ma,Market Fees,Collection Agent,MDA Desk Officer,6956441,7657450.53,7317225.79,6730510.95,586714.84
22/02/2021,2021,2,Ministry of Commerce and Industry,Dutsin-Ma,Land Use Charges,Bank Transfer,IRS Team A,9129402,10876389.38,10584240.76,8370067.06,2214173.7
22/02/2021,2021,2,Ministry of Lands and Survey,Dutsin-Ma,Business Premises Levy,Online Portal,MDA Desk Officer,5436528,6583230.4,6469058.72,5196021.8,1273036.92
22/02/2021,2021,2,Katsina Urban Planning Authority,Dutsin-Ma,Motor Vehicle Registration,Collection Agent,Collection Agent South,6216006,7894062.1,7460605.65,5383869.28,2076736.37
22/02/2021,2021,2,Ministry of Health,Dutsin-Ma,Development Levy,POS,Collection Agent North,12958606,17051141.93,14114127.56,12319349.26,1794778.3
22/02/2021,2021,2,Ministry of Works and Housing,Dutsin-Ma,Tenement Rates,Online Portal,IRS Team B,9235550,11918917.05,9738088.85,8698437.51,1039651.34
22/02/2021,2021,2,State Water Board,Dutsin-Ma,Licensing Fees,Online Portal,MDA Desk Officer,15569307,16987191.62,16741125.2,14254533.25,2486591.95
22/02/2021,2021,2,Ministry of Education,Dutsin-Ma,Court Fines and Penalties,Collection Agent,IRS Team A,2825291,3718367.1,3267206.17,2581745.1,685461.07
22/02/2021,2021,2,Katsina State Internal Revenue Service,Kankia,PAYE Tax,Online Portal,IRS Team B,15233774,17338872.92,16194928.55,13440726.63,2754201.92
22/02/2021,2021,2,Ministry of Education,Kankia,Road Taxes,POS,IRS Team B,2695935,3245021.18,3040261.81,2344694.45,695567.36
22/02/2021,2021,2,Ministry of Agriculture,Kankia,Market Fees,Bank Transfer,Collection Agent North,4595309,5316531.38,4503519.35,4561556.09,-58036.74
22/02/2021,2021,2,Ministry of Transport,Kankia,Land Use Charges,POS,IRS Team A,15162228,17239252.35,15919531.93,14840683.63,1078848.3
22/02/2021,2021,2,Ministry of Transport,Kankia,Business Premises Levy,Cash Office,IRS Team B,5223307,6759736.47,5829885.04,5042889.96,786995.08
22/02/2021,2021,2,Katsina State Internal Revenue Service,Kankia,Motor Vehicle Registration,POS,Collection Agent North,14595576,16313299.61,15840796.4,13203767.68,2637028.72
22/02/2021,2021,2,Ministry of Health,Kankia,Development Levy,Cash Office,Collection Agent South,15628515,16711163.02,15926104.87,15229805.94,696298.93
22/02/2021,2021,2,Katsina Urban Planning Authority,Kankia,Tenement Rates,POS,IRS Team A,1871214,2046320.49,2031024.28,1745912.32,285111.96
22/02/2021,2021,2,Katsina Urban Planning Authority,Kankia,Licensing Fees,Collection Agent,IRS Team A,10691644,11416143.14,9338393.89,9833448.3,-495054.41
22/02/2021,2021,2,Katsina Urban Planning Authority,Kankia,Court Fines and Penalties,Collection Agent,MDA Desk Officer,9538577,10535920.1,9317273.57,8804236.84,513036.73
22/02/2021,2021,2,State Water Board,Mani,PAYE Tax,Online Portal,IRS Team B,1915603,2523925.58,2212828.35,1809687.86,403140.49
22/02/2021,2021,2,Katsina Urban Planning Authority,Mani,Road Taxes,Collection Agent,IRS Team A,13972943,16917810.09,14120719.02,13770589,350130.02
22/02/2021,2021,2,Ministry of Health,Mani,Market Fees,Cash Office,IRS Team A,14687567,17195158.68,14234950.25,13828168.67,406781.58
22/02/2021,2021,2,Katsina Urban Planning Authority,Mani,Land Use Charges,Cash Office,MDA Desk Officer,14661064,19075904.75,18322455.93,14154006.54,4168449.39
22/02/2021,2021,2,State Water Board,Mani,Business Premises Levy,Cash Office,MDA Desk Officer,14963848,19663033.48,19229714.92,13552234.77,5677480.15
22/02/2021,2021,2,Katsina State Internal Revenue Service,Mani,Motor Vehicle Registration,POS,MDA Desk Officer,13615274,16338089.05,16218817.03,12407508.9,3811308.13
22/02/2021,2021,2,State Water Board,Mani,Development Levy,Cash Office,Collection Agent North,14330240,16000288.58,15535518.38,12439557,3095961.38
22/02/2021,2021,2,State Water Board,Mani,Tenement Rates,Cash Office,MDA Desk Officer,10755335,11627918.54,9744704.12,9213124.08,531580.04
22/02/2021,2021,2,Katsina Urban Planning Authority,Mani,Licensing Fees,POS,IRS Team B,10313085,11626588.6,9966684.16,9785426.81,181257.35
22/02/2021,2021,2,Ministry of Health,Mani,Court Fines and Penalties,Collection Agent,IRS Team A,12841353,13503110.74,12312967.26,11753193.94,559773.32
22/02/2021,2021,2,Katsina State Internal Revenue Service,Mashi,PAYE Tax,Online Portal,Collection Agent North,2873574,3368012.79,3246621.48,2722675.42,523946.06
22/02/2021,2021,2,Ministry of Commerce and Industry,Mashi,Road Taxes,Collection Agent,MDA Desk Officer,15820843,21150658.94,21099248.41,15721503.02,5377745.39
22/02/2021,2021,2,Ministry of Health,Mashi,Market Fees,POS,IRS Team A,8007718,10611374.78,9915163.49,7242618.57,2672544.92
22/02/2021,2021,2,Katsina State Internal Revenue Service,Mashi,Land Use Charges,Bank Transfer,Collection Agent North,16619858,22393258.71,20632730.06,16437980.37,4194749.69
22/02/2021,2021,2,Ministry of Education,Mashi,Business Premises Levy,Online Portal,MDA Desk Officer,3192794,3916750.1,3341664.57,2791567.18,550097.39
22/02/2021,2021,2,Ministry of Health,Mashi,Motor Vehicle Registration,Collection Agent,Collection Agent North,10492752,14158030,12881306.55,9392964.7,3488341.85
22/02/2021,2021,2,Ministry of Lands and Survey,Mashi,Development Levy,Bank Transfer,IRS Team A,6267307,7596777.23,6620516.68,5407358.99,1213157.69
22/02/2021,2021,2,Ministry of Works and Housing,Mashi,Tenement Rates,Collection Agent,IRS Team B,5857474,6226608.95,6183638.75,5853516.83,330121.92
22/02/2021,2021,2,State Water Board,Mashi,Licensing Fees,Cash Office,Collection Agent South,10024218,10659845.28,9133271.3,9849487.87,-716216.57
22/02/2021,2021,2,Ministry of Lands and Survey,Mashi,Court Fines and Penalties,Online Portal,Collection Agent South,10669538,11780394.48,9872953.32,10337792.08,-464838.76
22/02/2021,2021,2,State Water Board,Musawa,PAYE Tax,Cash Office,Collection Agent North,17178095,19304227.19,16095770.33,15297979.89,797790.44
22/02/2021,2021,2,Ministry of Transport,Musawa,Road Taxes,Bank Transfer,MDA Desk Officer,11865284,13471859.51,12706943.57,10436741.16,2270202.41
22/02/2021,2021,2,Ministry of Commerce and Industry,Musawa,Market Fees,Online Portal,MDA Desk Officer,3755241,4307224.01,3919534.64,3397051.64,522483
22/02/2021,2021,2,Katsina State Internal Revenue Service,Musawa,Land Use Charges,Bank Transfer,Collection Agent South,11539124,12733105.5,12674700.56,10248568.36,2426132.2
22/02/2021,2021,2,Ministry of Commerce and Industry,Musawa,Business Premises Levy,POS,Collection Agent North,10095200,11464879.54,10410916.11,9882444.39,528471.72
22/02/2021,2021,2,State Water Board,Musawa,Motor Vehicle Registration,POS,MDA Desk Officer,16246863,20409999.43,19446011.32,14657429.71,4788581.61
22/02/2021,2021,2,Ministry of Lands and Survey,Musawa,Development Levy,Online Portal,Collection Agent North,13838971,16559573.72,13434320.67,13042027.63,392293.04
22/02/2021,2021,2,Ministry of Lands and Survey,Musawa,Tenement Rates,Collection Agent,IRS Team B,3199120,3869942.49,3321417.16,3159187.4,162229.76
22/02/2021,2021,2,Ministry of Works and Housing,Musawa,Licensing Fees,Online Portal,MDA Desk Officer,9782003,10616830.99,8870365.87,9039298.52,-168932.65
22/02/2021,2021,2,Ministry of Commerce and Industry,Musawa,Court Fines and Penalties,Bank Transfer,IRS Team B,3923375,4538837.63,4028052.82,3902388.33,125664.49
22/02/2021,2021,2,Ministry of Lands and Survey,Bakori,PAYE Tax,Bank Transfer,Collection Agent North,12675230,16948263.14,14148769.92,12504132.21,1644637.71
22/02/2021,2021,2,Katsina State Internal Revenue Service,Bakori,Road Taxes,POS,Collection Agent South,5507893,6047541.38,4894035.61,5251177.48,-357141.87
22/02/2021,2021,2,Katsina Urban Planning Authority,Bakori,Market Fees,POS,IRS Team A,17468924,19629720.32,15845703.45,16757801.65,-912098.2
22/02/2021,2021,2,Ministry of Education,Bakori,Land Use Charges,Cash Office,Collection Agent North,16622423,19173801.38,16573155.79,14477166.48,2095989.31
22/02/2021,2021,2,Ministry of Education,Bakori,Business Premises Levy,Collection Agent,IRS Team A,17044445,22053948.97,20338539.33,14653581.35,5684957.98
22/02/2021,2021,2,Katsina Urban Planning Authority,Bakori,Motor Vehicle Registration,Bank Transfer,IRS Team A,12140238,14754141.35,13616286.45,10957805.91,2658480.54
22/02/2021,2021,2,Ministry of Transport,Bakori,Development Levy,Collection Agent,Collection Agent North,12871781,15269189.02,12374914.92,11067428.83,1307486.09
22/02/2021,2021,2,Katsina State Internal Revenue Service,Bakori,Tenement Rates,Cash Office,IRS Team B,4288347,4771991.15,4541176.12,4168129.37,373046.75
22/02/2021,2021,2,Ministry of Agriculture,Bakori,Licensing Fees,Collection Agent,IRS Team A,16313844,19091120.79,18249614.62,16054816.26,2194798.36
22/02/2021,2021,2,Ministry of Agriculture,Bakori,Court Fines and Penalties,Bank Transfer,IRS Team B,9621411,11317147.78,10737821.68,8516633.66,2221188.02
22/02/2021,2021,2,Ministry of Lands and Survey,Charanchi,PAYE Tax,Online Portal,Collection Agent South,11547927,12827976.25,11100809.97,10046711.63,1054098.34
22/02/2021,2021,2,Katsina State Internal Revenue Service,Charanchi,Road Taxes,Cash Office,IRS Team A,3218874,3830229.15,3272349.25,2915761.88,356587.37
22/02/2021,2021,2,Ministry of Transport,Charanchi,Market Fees,Collection Agent,IRS Team A,13589827,16529645.5,16194544.11,11926930.33,4267613.78
22/02/2021,2021,2,Ministry of Lands and Survey,Charanchi,Land Use Charges,Cash Office,Collection Agent South,8315903,9436315.26,8993459.21,7532029.71,1461429.5
22/02/2021,2021,2,Katsina Urban Planning Authority,Charanchi,Business Premises Levy,Cash Office,IRS Team B,15195745,18590974.86,16122335.85,13776191.64,2346144.21
22/02/2021,2021,2,Ministry of Commerce and Industry,Charanchi,Motor Vehicle Registration,POS,IRS Team B,6131801,7853769.25,7737769.39,5862770.24,1874999.15
22/02/2021,2021,2,State Water Board,Charanchi,Development Levy,Cash Office,IRS Team A,7226699,8623364.47,7216869.31,7146875.25,69994.06
22/02/2021,2021,2,Katsina State Internal Revenue Service,Charanchi,Tenement Rates,Cash Office,IRS Team A,2540382,2901934.11,2552486.87,2211161.43,341325.44
22/02/2021,2021,2,Ministry of Agriculture,Charanchi,Licensing Fees,POS,IRS Team A,4589762,5848352.97,4856708.07,4291954.56,564753.51
22/02/2021,2021,2,Ministry of Commerce and Industry,Charanchi,Court Fines and Penalties,Collection Agent,IRS Team B,7536800,9291918.78,8137715.03,7516094.53,621620.5
22/02/2021,2021,2,Ministry of Education,Jibia,PAYE Tax,Collection Agent,IRS Team A,6684992,7605160.57,6479113.98,6445577.46,33536.52
22/02/2021,2021,2,Ministry of Agriculture,Jibia,Road Taxes,Collection Agent,IRS Team A,7797693,8413459.34,7106384.17,7170691.79,-64307.62
22/02/2021,2021,2,Katsina State Internal Revenue Service,Jibia,Market Fees,POS,IRS Team B,14896155,17336619.5,17095568.15,14043734.67,3051833.48
22/02/2021,2021,2,Ministry of Commerce and Industry,Jibia,Land Use Charges,Cash Office,IRS Team A,16736607,19028840.34,15267486.66,15943764.15,-676277.49
22/02/2021,2021,2,Ministry of Health,Jibia,Business Premises Levy,Online Portal,Collection Agent South,4756439,5382153.89,4707352.73,4455477.51,251875.22
22/02/2021,2021,2,State Water Board,Jibia,Motor Vehicle Registration,Cash Office,MDA Desk Officer,8563844,10323208.25,8295220.9,7823177.99,472042.91
22/02/2021,2021,2,Ministry of Education,Jibia,Development Levy,Online Portal,Collection Agent North,2335033,2563494.21,2226423.69,2030990.76,195432.93
22/02/2021,2021,2,Ministry of Health,Jibia,Tenement Rates,Collection Agent,MDA Desk Officer,3842815,4391489.05,4375215.64,3504691.6,870524.04
22/02/2021,2021,2,Ministry of Agriculture,Jibia,Licensing Fees,Collection Agent,Collection Agent South,10362339,13499844.6,12193419.81,9363182.02,2830237.79
22/02/2021,2021,2,Ministry of Commerce and Industry,Jibia,Court Fines and Penalties,Collection Agent,IRS Team B,15984523,17036599.28,16280622.56,14484073.87,1796548.69
22/02/2021,2021,2,Ministry of Health,Batsari,PAYE Tax,Cash Office,IRS Team A,1797312,1967570.9,1586046.75,1750305.65,-164258.9
22/02/2021,2021,2,Ministry of Education,Batsari,Road Taxes,Cash Office,IRS Team B,4953022,5341758.92,5258152.1,4382664.32,875487.78
22/02/2021,2021,2,Katsina Urban Planning Authority,Batsari,Market Fees,Bank Transfer,IRS Team A,16389434,20169641.28,18220301.29,14250386.59,3969914.7
22/02/2021,2021,2,Ministry of Works and Housing,Batsari,Land Use Charges,Cash Office,Collection Agent South,12771528,14260755.02,11972467.4,11211149.67,761317.73
22/02/2021,2021,2,Ministry of Works and Housing,Batsari,Business Premises Levy,Cash Office,MDA Desk Officer,2101640,2738272.75,2719643.98,2008662.84,710981.14
22/02/2021,2021,2,State Water Board,Batsari,Motor Vehicle Registration,Cash Office,Collection Agent North,3069440,3560520.98,3284404.41,2636387.42,648016.99
22/02/2021,2021,2,Katsina Urban Planning Authority,Batsari,Development Levy,Online Portal,Collection Agent South,1796928,2176272.94,2032783.99,1599351.29,433432.7
22/02/2021,2021,2,Ministry of Transport,Batsari,Tenement Rates,Collection Agent,Collection Agent South,16407410,18840115.96,16511417.51,13990911.96,2520505.55
22/02/2021,2021,2,Ministry of Education,Batsari,Licensing Fees,Cash Office,MDA Desk Officer,7598918,9235884.22,8947648.98,6494343.34,2453305.64
22/02/2021,2021,2,Katsina State Internal Revenue Service,Batsari,Court Fines and Penalties,POS,Collection Agent North,13414003,14121937.76,13402431.66,12319429.93,1083001.73
22/02/2021,2021,2,Ministry of Health,Rimi,PAYE Tax,Cash Office,Collection Agent North,10104479,12395644.78,11547815.89,9660923.54,1886892.35
22/02/2021,2021,2,Ministry of Transport,Rimi,Road Taxes,Collection Agent,MDA Desk Officer,15144657,19476676.9,17033300.29,14265772.58,2767527.71
22/02/2021,2021,2,Katsina Urban Planning Authority,Rimi,Market Fees,Online Portal,Collection Agent South,16336578,18716522.42,16001752.51,15747881.23,253871.28
22/02/2021,2021,2,Ministry of Education,Rimi,Land Use Charges,Collection Agent,IRS Team B,7896879,9700506.8,7817615.83,7877165.72,-59549.89
22/02/2021,2021,2,Ministry of Commerce and Industry,Rimi,Business Premises Levy,Bank Transfer,Collection Agent South,17146344,22089354.14,20804385.19,17140964.63,3663420.56
22/02/2021,2021,2,Ministry of Works and Housing,Rimi,Motor Vehicle Registration,Online Portal,MDA Desk Officer,17947862,23010087.85,18882748.66,16916674.56,1966074.1
22/02/2021,2021,2,Ministry of Health,Rimi,Development Levy,Collection Agent,MDA Desk Officer,16039088,20842327.69,16692748.47,14256351.3,2436397.17
22/02/2021,2021,2,Katsina Urban Planning Authority,Rimi,Tenement Rates,Online Portal,IRS Team B,2580188,3381381.07,3202541.68,2530175.3,672366.38
22/02/2021,2021,2,State Water Board,Rimi,Licensing Fees,Cash Office,IRS Team A,13922797,16824026.73,16709668.99,12403615.66,4306053.33
22/02/2021,2021,2,Ministry of Health,Rimi,Court Fines and Penalties,Collection Agent,IRS Team B,12471639,16825537.08,15058782.01,11900104.7,3158677.31
22/02/2021,2021,2,Katsina State Internal Revenue Service,Kusada,PAYE Tax,Bank Transfer,Collection Agent North,14595842,18045355.29,16203884.6,12649055.39,3554829.21
22/02/2021,2021,2,State Water Board,Kusada,Road Taxes,POS,MDA Desk Officer,8990061,11932781.92,10329395.1,8503578.84,1825816.26
