Date,Year,Month,Employee ID,MDA,LGA,Grade Level,Bank,Basic Salary,Allowances,Deductions,Net Pay,Employee Status
25/01/2021,2021,1,EMP10206,Ministry of Education,Malumfashi,GL 16,UBA,114424,37779.27,19026.54,133176.73,Active
25/01/2021,2021,1,EMP10207,Ministry of Commerce and Industry,Bakori,GL 12,Zenith Bank,353817,136570.98,47365.74,443022.24,Duplicate Review
25/01/2021,2021,1,EMP10208,Ministry of Lands and Survey,Malumfashi,GL 06,Access Bank,143285,19675.82,8370.31,154590.51,Active
25/01/2021,2021,1,EMP10209,Ministry of Education,Jibia,GL 16,First Bank,206610,74195.32,23760.77,257044.55,Active
25/01/2021,2021,1,EMP10210,Ministry of Works and Housing,Katsina,GL 12,GTBank,261167,111273.25,14140.32,358299.93,Duplicate Review
25/01/2021,2021,1,EMP10211,Ministry of Education,Malumfashi,GL 04,GTBank,83782,13433.36,14082.46,83132.9,Suspended
25/01/2021,2021,1,EMP10212,State Water Board,Musawa,GL 12,Access Bank,176905,52416.18,5966.72,223354.46,Active
25/01/2021,2021,1,EMP10213,Katsina State Internal Revenue Service,Katsina,GL 12,UBA,197059,73333.7,16576.24,253816.46,Retired
25/01/2021,2021,1,EMP10214,Ministry of Works and Housing,Bakori,GL 10,First Bank,301072,117328.09,33663.02,384737.07,Retired
25/01/2021,2021,1,EMP10215,Ministry of Commerce and Industry,Batsari,GL 16,Keystone Bank,188887,28721.09,29975.9,187632.19,Active
25/01/2021,2021,1,EMP10216,Ministry of Works and Housing,Mashi,GL 06,Keystone Bank,381880,78343.52,38444.61,421778.91,Active
25/01/2021,2021,1,EMP10217,Ministry of Works and Housing,Kusada,GL 10,Keystone Bank,132671,25421.75,21267.95,136824.8,Suspended
25/01/2021,2021,1,EMP10218,Ministry of Health,Kusada,GL 14,Zenith Bank,284440,92528.66,47063.25,329905.41,Retired
25/01/2021,2021,1,EMP10219,State Water Board,Musawa,GL 08,Access Bank,347515,124965.4,31640.59,440839.81,Active
25/01/2021,2021,1,EMP10220,Ministry of Education,Charanchi,GL 06,GTBank,93637,18365.83,3841.83,108161,Retired
25/01/2021,2021,1,EMP10221,State Water Board,Kusada,GL 04,Access Bank,397086,163561.87,39844.88,520802.99,Suspended
25/01/2021,2021,1,EMP10222,Ministry of Health,Mashi,GL 08,UBA,146247,48314.4,8727.55,185833.85,Retired
25/01/2021,2021,1,EMP10223,State Water Board,Kusada,GL 10,UBA,268894,82727.74,34296.87,317324.87,Active
25/01/2021,2021,1,EMP10224,Ministry of Lands and Survey,Katsina,GL 08,GTBank,256733,91475.98,39695.52,308513.46,Active
25/01/2021,2021,1,EMP10225,Ministry of Health,Malumfashi,GL 04,UBA,361813,55500.19,39840.7,377472.49,Suspended
25/01/2021,2021,1,EMP10226,Ministry of Works and Housing,Musawa,GL 12,Zenith Bank,124479,49761.47,15950.4,158290.07,Duplicate Review
25/01/2021,2021,1,EMP10227,State Water Board,Funtua,GL 14,UBA,362554,60793.31,18076.56,405270.75,Active
25/01/2021,2021,1,EMP10228,Ministry of Transport,Rimi,GL 14,UBA,179309,24624.28,5387.26,198546.02,Active
25/01/2021,2021,1,EMP10229,Ministry of Education,Jibia,GL 04,Zenith Bank,274742,76142.24,35304.02,315580.22,Active
25/01/2021,2021,1,EMP10230,Katsina State Internal Revenue Service,Funtua,GL 16,Access Bank,217591,96172.73,28381.17,285382.56,Active
25/01/2021,2021,1,EMP10231,Katsina State Internal Revenue Service,Mashi,GL 08,Access Bank,224966,65920.15,35695.16,255190.99,Duplicate Review
25/01/2021,2021,1,EMP10232,Ministry of Transport,Malumfashi,GL 12,Access Bank,310175,73872.06,11409.82,372637.24,Retired
25/01/2021,2021,1,EMP10233,State Water Board,Dutsin-Ma,GL 12,Zenith Bank,397123,153740.44,52905.43,497958.01,Active
25/01/2021,2021,1,EMP10234,Katsina State Internal Revenue Service,Funtua,GL 10,First Bank,234689,37213.83,30312.46,241590.37,Duplicate Review
25/01/2021,2021,1,EMP10235,Ministry of Lands and Survey,Dutsin-Ma,GL 08,GTBank,415571,55312.57,24822.4,446061.17,Active
25/01/2021,2021,1,EMP10236,Ministry of Lands and Survey,Charanchi,GL 14,Zenith Bank,213615,63955.39,19414.11,258156.28,Active
25/01/2021,2021,1,EMP10237,Ministry of Education,Funtua,GL 08,Keystone Bank,443402,181913.17,15002.53,610312.64,Active
25/01/2021,2021,1,EMP10238,Ministry of Education,Jibia,GL 14,Keystone Bank,393235,171820.15,21395.61,543659.54,Active
25/01/2021,2021,1,EMP10239,Ministry of Works and Housing,Kankia,GL 12,Keystone Bank,392906,103088,14358.96,481635.04,Suspended
25/01/2021,2021,1,EMP10240,Ministry of Commerce and Industry,Rimi,GL 16,Access Bank,402943,146153.62,47784.08,501312.54,Active
25/01/2021,2021,1,EMP10241,Katsina State Internal Revenue Service,Dutsin-Ma,GL 08,UBA,219211,97307.23,25622.28,290895.95,Retired
25/01/2021,2021,1,EMP10242,Ministry of Education,Jibia,GL 14,Access Bank,370113,84303.09,49299.3,405116.79,Suspended
25/01/2021,2021,1,EMP10243,State Water Board,Batsari,GL 08,UBA,108060,29871.4,7821.07,130110.33,Active
25/01/2021,2021,1,EMP10244,Ministry of Agriculture,Musawa,GL 16,Zenith Bank,413426,103698.05,39181.19,477942.86,Active
25/01/2021,2021,1,EMP10245,Ministry of Health,Musawa,GL 14,GTBank,159998,46113.75,28432.52,177679.23,Active
25/01/2021,2021,1,EMP10246,Ministry of Works and Housing,Charanchi,GL 06,GTBank,123359,37715.44,20213.67,140860.77,Active
25/01/2021,2021,1,EMP10247,Ministry of Transport,Mani,GL 08,Zenith Bank,187916,41478.96,24776.13,204618.83,Retired
25/01/2021,2021,1,EMP10248,Ministry of Lands and Survey,Batsari,GL 08,UBA,338846,36954.2,26129.1,349671.1,Active
25/01/2021,2021,1,EMP10249,Ministry of Education,Kankia,GL 12,Zenith Bank,252823,40085.21,25800.19,267108.02,Retired
25/01/2021,2021,1,EMP10250,Ministry of Agriculture,Mashi,GL 06,UBA,225414,50043.85,32768.67,242689.18,Active
25/02/2021,2021,2,EMP10251,Ministry of Commerce and Industry,Kusada,GL 14,UBA,84169,32706.2,12661.78,104213.42,Active
25/02/2021,2021,2,EMP10252,Ministry of Health,Musawa,GL 08,Zenith Bank,426262,140874.52,31859.86,535276.66,Suspended
25/02/2021,2021,2,EMP10253,Ministry of Health,Malumfashi,GL 16,GTBank,275840,58204.74,33210.72,300834.02,Active
25/02/2021,2021,2,EMP10254,Ministry of Education,Bakori,GL 06,UBA,292775,32104.43,38492.32,286387.11,Active
25/02/2021,2021,2,EMP10255,Ministry of Health,Funtua,GL 08,Zenith Bank,339206,119604.32,47043.08,411767.24,Duplicate Review
25/02/2021,2021,2,EMP10256,Katsina Urban Planning Authority,Batsari,GL 06,Access Bank,326915,137003.46,58659.52,405258.94,Active
25/02/2021,2021,2,EMP10257,Katsina State Internal Revenue Service,Batsari,GL 04,Access Bank,209054,33465.31,23852.82,218666.49,Active
25/02/2021,2021,2,EMP10258,Ministry of Health,Katsina,GL 12,UBA,131116,16635.78,17010.55,130741.23,Active
25/02/2021,2021,2,EMP10259,Ministry of Lands and Survey,Bakori,GL 12,Zenith Bank,205484,78674.42,36930.91,247227.51,Active
25/02/2021,2021,2,EMP10260,Ministry of Transport,Batsari,GL 16,Zenith Bank,244538,35252.39,22757.87,257032.52,Active
25/02/2021,2021,2,EMP10261,Ministry of Transport,Rimi,GL 06,First Bank,411332,90189.99,54301.09,447220.9,Active
25/02/2021,2021,2,EMP10262,Katsina Urban Planning Authority,Malumfashi,GL 12,Keystone Bank,370840,153141.53,42455.39,481526.14,Duplicate Review
25/02/2021,2021,2,EMP10263,Ministry of Works and Housing,Musawa,GL 04,UBA,226590,94842.68,23213.39,298219.29,Retired
25/02/2021,2021,2,EMP10264,Ministry of Education,Mashi,GL 04,Zenith Bank,311564,132290.79,26208.4,417646.39,Duplicate Review
25/02/2021,2021,2,EMP10265,State Water Board,Daura,GL 10,UBA,226269,43587.09,11595.11,258260.98,Duplicate Review
25/02/2021,2021,2,EMP10266,Ministry of Commerce and Industry,Mani,GL 04,Zenith Bank,150135,64276.36,5563.83,208847.53,Duplicate Review
25/02/2021,2021,2,EMP10267,State Water Board,Mashi,GL 10,Zenith Bank,308765,127538.27,55125.24,381178.03,Active
25/02/2021,2021,2,EMP10268,Ministry of Commerce and Industry,Jibia,GL 10,Zenith Bank,235680,48244.64,16717.97,267206.67,Active
25/02/2021,2021,2,EMP10269,Katsina Urban Planning Authority,Dutsin-Ma,GL 08,UBA,227553,38248.59,17340.7,248460.89,Duplicate Review
25/02/2021,2021,2,EMP10270,State Water Board,Dutsin-Ma,GL 04,UBA,449371,58078.51,40730.64,466718.87,Active
25/02/2021,2021,2,EMP10271,Ministry of Works and Housing,Bakori,GL 14,GTBank,152559,67202.78,14320.75,205441.03,Retired
25/02/2021,2021,2,EMP10272,Ministry of Lands and Survey,Malumfashi,GL 08,UBA,268136,53807.39,26116.4,295826.99,Suspended
25/02/2021,2021,2,EMP10273,Katsina Urban Planning Authority,Musawa,GL 04,GTBank,439380,154354.01,29874.7,563859.31,Duplicate Review
25/02/2021,2021,2,EMP10274,Ministry of Works and Housing,Mashi,GL 16,Access Bank,368625,79848.69,43281.01,405192.68,Retired
25/02/2021,2021,2,EMP10275,Katsina Urban Planning Authority,Rimi,GL 10,GTBank,418366,112086.79,35477.65,494975.14,Retired
25/02/2021,2021,2,EMP10276,Katsina Urban Planning Authority,Mashi,GL 08,GTBank,330787,108872.51,49877.6,389781.91,Active
25/02/2021,2021,2,EMP10277,Katsina State Internal Revenue Service,Daura,GL 10,Access Bank,306404,66138.95,35791.45,336751.5,Active
25/02/2021,2021,2,EMP10278,Ministry of Commerce and Industry,Charanchi,GL 06,Zenith Bank,229542,45541.92,36982.14,238101.78,Active
25/02/2021,2021,2,EMP10279,Ministry of Education,Musawa,GL 10,First Bank,299755,64847.99,14922.34,349680.65,Retired
25/02/2021,2021,2,EMP10280,Ministry of Lands and Survey,Kusada,GL 12,First Bank,290124,84985.94,40860.39,334249.55,Active
25/02/2021,2021,2,EMP10281,Katsina State Internal Revenue Service,Daura,GL 12,Access Bank,402000,83348.79,67166.17,418182.62,Active
25/02/2021,2021,2,EMP10282,Ministry of Education,Mashi,GL 12,Zenith Bank,215235,52794.32,13411.36,254617.96,Retired
25/02/2021,2021,2,EMP10283,Ministry of Transport,Charanchi,GL 16,GTBank,133919,36754.08,23285.4,147387.68,Active
25/02/2021,2021,2,EMP10284,State Water Board,Bakori,GL 16,Access Bank,374527,91780.06,48794.17,417512.89,Duplicate Review
25/02/2021,2021,2,EMP10285,State Water Board,Katsina,GL 12,Zenith Bank,356424,97755.88,56300.36,397879.52,Retired
25/02/2021,2021,2,EMP10286,Katsina Urban Planning Authority,Bakori,GL 12,UBA,392458,121540.07,61649.39,452348.68,Suspended
25/02/2021,2021,2,EMP10287,Ministry of Works and Housing,Dutsin-Ma,GL 04,Zenith Bank,321231,54169.51,14009.79,361390.72,Active
25/02/2021,2021,2,EMP10288,Ministry of Agriculture,Daura,GL 10,GTBank,294185,48752.89,34552.85,308385.04,Suspended
25/02/2021,2021,2,EMP10289,Katsina Urban Planning Authority,Mani,GL 12,Access Bank,387632,145914.8,23125.11,510421.69,Active
25/02/2021,2021,2,EMP10290,Ministry of Health,Rimi,GL 12,Zenith Bank,293753,58588.76,43190.52,309151.24,Duplicate Review
25/02/2021,2021,2,EMP10291,Katsina Urban Planning Authority,Mani,GL 04,Access Bank,365655,148222.13,22802.5,491074.63,Duplicate Review
25/02/2021,2021,2,EMP10292,Ministry of Lands and Survey,Mani,GL 12,First Bank,189471,39716.93,14554.48,214633.45,Suspended
25/02/2021,2021,2,EMP10293,Ministry of Transport,Charanchi,GL 16,UBA,386401,49405.48,30308.48,405498,Active
25/02/2021,2021,2,EMP10294,State Water Board,Katsina,GL 08,Access Bank,133050,23371.61,23164.25,133257.36,Active
25/02/2021,2021,2,EMP10295,Ministry of Lands and Survey,Daura,GL 06,Access Bank,426364,148401.52,70328.82,504436.7,Active
25/02/2021,2021,2,EMP10296,Katsina State Internal Revenue Service,Batsari,GL 04,Access Bank,336801,76676.73,13154.35,400323.38,Active
25/02/2021,2021,2,EMP10297,Ministry of Commerce and Industry,Katsina,GL 14,Access Bank,321709,38609.88,40501.29,319817.59,Duplicate Review
25/02/2021,2021,2,EMP10298,Katsina Urban Planning Authority,Malumfashi,GL 12,First Bank,115322,26544.28,19882.72,121983.56,Retired
25/02/2021,2021,2,EMP10299,Ministry of Works and Housing,Dutsin-Ma,GL 16,Zenith Bank,370761,126288.15,49595.23,447453.92,Retired
25/02/2021,2021,2,EMP10300,Ministry of Education,Funtua,GL 14,Zenith Bank,305564,42969.21,41182.49,307350.72,Active
25/02/2021,2021,2,EMP10301,Ministry of Commerce and Industry,Katsina,GL 14,GTBank,407971,49589.18,45226.79,412333.39,Active
25/02/2021,2021,2,EMP10302,Ministry of Health,Funtua,GL 04,Access Bank,423592,72502.61,57878.21,438216.4,Retired
25/02/2021,2021,2,EMP10303,State Water Board,Bakori,GL 08,Keystone Bank,177522,66272.91,6891.56,236903.35,Retired
25/02/2021,2021,2,EMP10304,Ministry of Agriculture,Kusada,GL 08,Keystone Bank,142062,27871.88,19587.69,150346.19,Suspended
25/02/2021,2021,2,EMP10305,State Water Board,Daura,GL 08,UBA,196727,40068.97,27610.9,209185.07,Active
25/02/2021,2021,2,EMP10306,Ministry of Education,Musawa,GL 10,GTBank,107166,20843.24,15133.76,112875.48,Active
25/02/2021,2021,2,EMP10307,Ministry of Health,Kankia,GL 10,UBA,299718,107048.52,13897.66,392868.86,Duplicate Review
25/02/2021,2021,2,EMP10308,Ministry of Works and Housing,Malumfashi,GL 06,Zenith Bank,392715,46339.99,38846.42,400208.57,Duplicate Review
25/02/2021,2021,2,EMP10309,Ministry of Lands and Survey,Malumfashi,GL 14,GTBank,187624,34421.32,27008.3,195037.02,Active
25/02/2021,2021,2,EMP10310,Ministry of Works and Housing,Katsina,GL 06,Access Bank,408663,114903.93,35395.94,488170.99,Retired
25/02/2021,2021,2,EMP10311,State Water Board,Jibia,GL 10,Zenith Bank,233520,50937.3,25522.05,258935.25,Suspended
25/02/2021,2021,2,EMP10312,Katsina Urban Planning Authority,Jibia,GL 10,GTBank,85717,22109.75,13972.29,93854.46,Duplicate Review
25/02/2021,2021,2,EMP10313,Katsina State Internal Revenue Service,Jibia,GL 06,First Bank,95556,22442.92,7113.09,110885.83,Active
25/02/2021,2021,2,EMP10314,Ministry of Health,Katsina,GL 06,Keystone Bank,372381,148469.15,42714.06,478136.09,Duplicate Review
25/02/2021,2021,2,EMP10315,Katsina Urban Planning Authority,Batsari,GL 16,First Bank,221570,60602.66,29643.22,252529.44,Active
25/02/2021,2021,2,EMP10316,Ministry of Health,Malumfashi,GL 16,Access Bank,426365,59052.35,19818.37,465598.98,Retired
25/02/2021,2021,2,EMP10317,State Water Board,Jibia,GL 06,UBA,290458,88763.3,43699.62,335521.68,Active
25/02/2021,2021,2,EMP10318,Ministry of Agriculture,Musawa,GL 16,Access Bank,270998,48996.06,46286.46,273707.6,Retired
25/02/2021,2021,2,EMP10319,Ministry of Agriculture,Mashi,GL 16,Zenith Bank,243724,68475.22,19513.53,292685.69,Active
25/02/2021,2021,2,EMP10320,Katsina Urban Planning Authority,Jibia,GL 06,Zenith Bank,363132,140087,56463.43,446755.57,Retired
25/02/2021,2021,2,EMP10321,Ministry of Lands and Survey,Katsina,GL 06,First Bank,311945,140106.49,10335.09,441716.4,Active
25/02/2021,2021,2,EMP10322,Ministry of Works and Housing,Funtua,GL 12,Keystone Bank,230297,41136.44,30451.55,240981.89,Suspended
25/02/2021,2021,2,EMP10323,Ministry of Education,Kusada,GL 08,First Bank,117419,32023.89,16785.1,132657.79,Duplicate Review
25/02/2021,2021,2,EMP10324,Ministry of Transport,Kusada,GL 04,UBA,106403,37671.99,6727.47,137347.52,Active
25/02/2021,2021,2,EMP10325,Ministry of Agriculture,Katsina,GL 04,GTBank,405086,44396.02,64115.81,385366.21,Active
25/02/2021,2021,2,EMP10326,Ministry of Education,Katsina,GL 08,First Bank,121423,34195.41,11577.36,144041.05,Active
25/02/2021,2021,2,EMP10327,Katsina State Internal Revenue Service,Katsina,GL 16,UBA,275078,94495.7,36973.04,332600.66,Active
25/02/2021,2021,2,EMP10328,Ministry of Transport,Daura,GL 08,Zenith Bank,132854,52025.04,22168.14,162710.9,Suspended
25/02/2021,2021,2,EMP10329,Ministry of Commerce and Industry,Kankia,GL 08,UBA,385369,157968.14,53482.59,489854.55,Duplicate Review
25/02/2021,2021,2,EMP10330,Ministry of Lands and Survey,Musawa,GL 06,Zenith Bank,282101,121528.23,30582.76,373046.47,Active
25/02/2021,2021,2,EMP10331,Ministry of Transport,Rimi,GL 06,Access Bank,392817,73989.85,38259.28,428547.57,Retired
25/02/2021,2021,2,EMP10332,Katsina State Internal Revenue Service,Malumfashi,GL 14,UBA,85620,17783.11,12645.12,90757.99,Duplicate Review
25/02/2021,2021,2,EMP10333,State Water Board,Kusada,GL 12,Keystone Bank,195890,54776.44,31174.47,219491.97,Active
25/02/2021,2021,2,EMP10334,Ministry of Education,Musawa,GL 06,Zenith Bank,377690,49755.88,11461.31,415984.57,Duplicate Review
25/02/2021,2021,2,EMP10335,Ministry of Lands and Survey,Katsina,GL 14,First Bank,343672,153963.22,29739.32,467895.9,Active
25/02/2021,2021,2,EMP10336,Katsina Urban Planning Authority,Daura,GL 10,Keystone Bank,301825,64219.6,44158.53,321886.07,Suspended
25/02/2021,2021,2,EMP10337,Ministry of Transport,Malumfashi,GL 14,Zenith Bank,162637,17438.61,16618.19,163457.42,Duplicate Review
25/02/2021,2021,2,EMP10338,Ministry of Agriculture,Kusada,GL 08,Keystone Bank,397024,168550.52,34691.22,530883.3,Active
25/02/2021,2021,2,EMP10339,Ministry of Transport,Mashi,GL 08,First Bank,154520,22695.71,26547.79,150667.92,Active
25/02/2021,2021,2,EMP10340,Katsina State Internal Revenue Service,Funtua,GL 14,Keystone Bank,421159,182541.75,27898.74,575802.01,Suspended
25/02/2021,2021,2,EMP10341,Ministry of Commerce and Industry,Katsina,GL 04,Zenith Bank,355566,44791.56,62382.66,337974.9,Active
25/02/2021,2021,2,EMP10342,Ministry of Works and Housing,Kankia,GL 06,UBA,158613,28712.86,6686.28,180639.58,Active
25/02/2021,2021,2,EMP10343,Ministry of Education,Charanchi,GL 14,First Bank,317381,113988.88,53479.19,377890.69,Active
25/02/2021,2021,2,EMP10344,Ministry of Health,Malumfashi,GL 08,Keystone Bank,188056,83592.44,26521.33,245127.11,Retired
25/02/2021,2021,2,EMP10345,Ministry of Education,Katsina,GL 08,First Bank,85120,34472.99,2824.24,116768.75,Active
25/02/2021,2021,2,EMP10346,Ministry of Commerce and Industry,Rimi,GL 16,First Bank,127722,18161.96,4862.67,141021.29,Active
25/02/2021,2021,2,EMP10347,Katsina State Internal Revenue Service,Dutsin-Ma,GL 14,Keystone Bank,233518,61285.26,31470.12,263333.14,Suspended
25/02/2021,2021,2,EMP10348,Ministry of Transport,Funtua,GL 16,First Bank,190083,55686.16,21563.64,224205.52,Active
25/02/2021,2021,2,EMP10349,State Water Board,Dutsin-Ma,GL 12,GTBank,306130,37563.41,28957.06,314736.35,Retired
25/02/2021,2021,2,EMP10350,State Water Board,Daura,GL 10,Keystone Bank,373911,139608.93,14348.27,499171.66,Suspended
25/02/2021,2021,2,EMP10351,State Water Board,Malumfashi,GL 12,Zenith Bank,431883,77721.28,51391.65,458212.63,Active
25/02/2021,2021,2,EMP10352,Katsina State Internal Revenue Service,Jibia,GL 12,GTBank,219084,41341.25,26166.3,234258.95,Active
25/02/2021,2021,2,EMP10353,Ministry of Commerce and Industry,Dutsin-Ma,GL 06,Access Bank,195784,34578.01,19639.89,210722.12,Active
25/02/2021,2021,2,EMP10354,State Water Board,Jibia,GL 04,Access Bank,99189,10985.75,13918.2,96256.55,Suspended
25/02/2021,2021,2,EMP10355,Ministry of Works and Housing,Musawa,GL 10,UBA,205597,32108.2,28732.05,208973.15,Retired
25/02/2021,2021,2,EMP10356,State Water Board,Daura,GL 16,Zenith Bank,442952,92129.64,53858.58,481223.06,Retired
25/02/2021,2021,2,EMP10357,Ministry of Health,Charanchi,GL 16,Keystone Bank,211104,55693.12,9310.95,257486.17,Active
25/02/2021,2021,2,EMP10358,Ministry of Commerce and Industry,Malumfashi,GL 14,Zenith Bank,227853,77474.57,20329.47,284998.1,Active
25/02/2021,2021,2,EMP10359,Ministry of Transport,Charanchi,GL 14,Keystone Bank,174627,65434.42,22147.35,217914.07,Duplicate Review
25/02/2021,2021,2,EMP10360,Ministry of Works and Housing,Musawa,GL 10,UBA,272371,31415.78,18488.6,285298.18,Active
25/02/2021,2021,2,EMP10361,Katsina Urban Planning Authority,Katsina,GL 06,First Bank,437932,176928.84,41421.25,573439.59,Suspended
25/02/2021,2021,2,EMP10362,State Water Board,Funtua,GL 04,Access Bank,382309,54486.13,38133.32,398661.81,Retired
25/02/2021,2021,2,EMP10363,Ministry of Commerce and Industry,Kankia,GL 10,UBA,98364,39445.76,5494,132315.76,Duplicate Review
25/02/2021,2021,2,EMP10364,Katsina State Internal Revenue Service,Kusada,GL 08,GTBank,185031,46202.99,20793.31,210440.68,Active
25/02/2021,2021,2,EMP10365,Katsina State Internal Revenue Service,Musawa,GL 12,GTBank,99502,26775.78,3721.33,122556.45,Active
25/02/2021,2021,2,EMP10366,Ministry of Commerce and Industry,Daura,GL 06,Zenith Bank,368061,94464.13,19899.79,442625.34,Retired
25/02/2021,2021,2,EMP10367,Ministry of Education,Charanchi,GL 10,Keystone Bank,217684,76136.97,15997.47,277823.5,Retired
25/02/2021,2021,2,EMP10368,Ministry of Agriculture,Kankia,GL 08,Keystone Bank,87047,21040.85,11309.43,96778.42,Duplicate Review
25/02/2021,2021,2,EMP10369,Ministry of Agriculture,Rimi,GL 08,UBA,323693,62581.05,22882.99,363391.06,Duplicate Review
25/02/2021,2021,2,EMP10370,State Water Board,Batsari,GL 08,GTBank,329433,57186.06,18070.17,368548.89,Duplicate Review
25/02/2021,2021,2,EMP10371,Ministry of Education,Kankia,GL 10,GTBank,371352,49371.81,46045.03,374678.78,Active
25/02/2021,2021,2,EMP10372,Ministry of Health,Funtua,GL 12,GTBank,238814,86149.14,22360.14,302603,Duplicate Review
